task,seed,model,scenario,mismatch_rate,feature_set,n,accuracy,balanced_accuracy,f1_macro,roc_auc
KIRC_grade_binary,42,logistic_l2,test_misaligned,1.0,multiomics_core,152.0,0.631578947368421,0.6330532212885154,0.6305555555555555,0.7050070028011205
KIRC_grade_binary,42,extra_trees,mrna_only,0.0,mrna,152.0,0.6907894736842105,0.6810224089635855,0.6821922683393389,0.7375700280112044
KIRC_grade_binary,42,extra_trees,train_misaligned,0.0,multiomics_core,152.0,0.6907894736842105,0.6810224089635855,0.6821922683393389,0.7155112044817927
KIRC_grade_binary,42,extra_trees,test_misaligned,0.0,multiomics_core,152.0,0.6907894736842105,0.6810224089635855,0.6821922683393389,0.7155112044817927
KIRC_grade_binary,42,extra_trees,train_misaligned,0.1,multiomics_core,152.0,0.6447368421052632,0.6337535014005602,0.6340288924558588,0.7095588235294117
KIRC_grade_binary,42,extra_trees,test_misaligned,0.1,multiomics_core,152.0,0.6710526315789473,0.6603641456582633,0.6611378633850544,0.6962535014005602
KIRC_grade_binary,42,extra_trees,train_misaligned,0.25,multiomics_core,152.0,0.625,0.6158963585434174,0.6162126245847176,0.699404761904762
KIRC_grade_binary,42,extra_trees,test_misaligned,0.25,multiomics_core,152.0,0.6710526315789473,0.657563025210084,0.6577193298504773,0.7039565826330532
KIRC_grade_binary,42,extra_trees,train_misaligned,0.5,multiomics_core,152.0,0.6907894736842105,0.6768207282913166,0.6773698234204941,0.738095238095238
KIRC_grade_binary,42,extra_trees,test_misaligned,0.5,multiomics_core,152.0,0.6710526315789473,0.6547619047619048,0.6537269910698014,0.6876750700280112
KIRC_grade_binary,42,extra_trees,train_misaligned,0.75,multiomics_core,152.0,0.631578947368421,0.6176470588235294,0.6166456494325347,0.6999299719887955
