task,seed,model,scenario,mismatch_rate,feature_set,best_epoch,best_validation_score,n,accuracy,balanced_accuracy,f1_macro,roc_auc_ovr_macro
COADREAD_molecular_subtype,43,liquid_cfc_modality_sequence,test_misaligned,0.5,multiomics_core,2,0.9514163691794647,135,0.7111111111111111,0.6415861400381524,0.5934160585323376,0.8460536613191977
COADREAD_molecular_subtype,43,small_liquid_cfc_modality_sequence,test_misaligned,0.5,multiomics_core,12,0.9611233821591877,135,0.762962962962963,0.6468503403487923,0.6357453800782351,0.8384107400453703
COADREAD_molecular_subtype,43,liquid_cfc_modality_sequence,train_misaligned,0.75,multiomics_core,19,0.9513313090489373,135,0.8888888888888888,0.7891505352805662,0.7895238095238094,0.9399187461139435
COADREAD_molecular_subtype,43,small_liquid_cfc_modality_sequence,train_misaligned,0.75,multiomics_core,14,0.9077020640556682,135,0.8518518518518519,0.8068611814741846,0.7722639552823937,0.9380174024210256
COADREAD_molecular_subtype,43,liquid_cfc_modality_sequence,test_misaligned,0.75,multiomics_core,9,0.9726556318130629,135,0.7333333333333333,0.5441932222117981,0.5566236186925843,0.8010182856571298
COADREAD_molecular_subtype,43,small_liquid_cfc_modality_sequence,test_misaligned,0.75,multiomics_core,16,0.9653375184065721,135,0.7185185185185186,0.5212183757075398,0.5296086751532295,0.7803392787777202
COADREAD_molecular_subtype,43,liquid_cfc_modality_sequence,train_misaligned,1.0,multiomics_core,35,0.812775373003184,135,0.8,0.6007859815909352,0.637742504409171,0.839034180098555
COADREAD_molecular_subtype,43,small_liquid_cfc_modality_sequence,train_misaligned,1.0,multiomics_core,20,0.8187350678328228,135,0.7851851851851852,0.5595063118282932,0.5771274109302279,0.8352190057561945
COADREAD_molecular_subtype,43,liquid_cfc_modality_sequence,test_misaligned,1.0,multiomics_core,10,0.9464911260947066,135,0.674074074074074,0.46054977014729337,0.45858560794044667,0.6994070732047667
COADREAD_molecular_subtype,43,small_liquid_cfc_modality_sequence,test_misaligned,1.0,multiomics_core,22,0.9571456250484384,135,0.6592592592592592,0.4192701003846515,0.4244601066232945,0.7165010397497852
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,0.0,multiomics_core,6,0.9634426102456791,135,0.8962962962962963,0.8716577540106952,0.8481672394043528,0.952473684246404
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.0,multiomics_core,11,0.9826203208556149,135,0.8888888888888888,0.8216322148210692,0.8151074564929447,0.9240404053062771
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,0.0,multiomics_core,9,0.9667344963001874,135,0.8962962962962963,0.8554169142404436,0.8438339438339438,0.9419125713021802
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,0.0,multiomics_core,17,0.932783089650571,135,0.8888888888888888,0.8195682313329372,0.8139309764309764,0.93713251898969
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,0.1,multiomics_core,7,0.974949624118422,135,0.8962962962962963,0.839176074470192,0.8286131401923157,0.9448200478996979
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.1,multiomics_core,8,0.985367743935519,135,0.8666666666666667,0.8257080610021786,0.7946244409319337,0.9471672897506508
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,0.1,multiomics_core,6,0.9573820041850732,135,0.8888888888888888,0.8195682313329372,0.8204940299789546,0.9169917296371267
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,0.1,multiomics_core,6,0.9653840192203363,135,0.8666666666666667,0.8419489007724302,0.8117845795856268,0.9377137179798464
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,0.25,multiomics_core,2,0.9326397121414646,135,0.8444444444444444,0.8156070509011686,0.7585728020510629,0.9251616539543543
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.25,multiomics_core,10,0.9180791288847555,135,0.8740740740740741,0.7803525450584274,0.7691763661612908,0.9108246591607156
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,0.25,multiomics_core,10,0.95482445942804,135,0.8518518518518519,0.7460257893694426,0.753291976840364,0.895427313176787
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,0.25,multiomics_core,7,0.96443656513989,135,0.8148148148148148,0.6987730764820549,0.6927498333589703,0.872150357633915
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,0.5,multiomics_core,2,0.9598426722467645,135,0.8666666666666667,0.8419489007724302,0.8034504212514683,0.9433205745255179
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.5,multiomics_core,5,0.9469638843679764,135,0.8444444444444444,0.7851893548487975,0.7569284223247638,0.9236501266943516
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,0.5,multiomics_core,6,0.9726768968456948,135,0.7111111111111111,0.5624459246750267,0.5679445679445679,0.7779574181788691
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,0.5,multiomics_core,7,0.9425598697977214,135,0.7333333333333333,0.5704829512879048,0.5784095860566448,0.7867750502473877
COADREAD_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,0.75,multiomics_core,10,0.9270750988142292,135,0.837037037037037,0.7372277991473037,0.7403325403325404,0.8961522797936022
COADREAD_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.75,multiomics_core,27,0.9139852313670632,135,0.8592592592592593,0.7452648257601818,0.744008971124194,0.87063251590184
